word,n_gram_score,pos,frequency,wordCount,match_count,volume_count,source
networksblack,2,JJ,1,145045,1,1,1
networksblack hole,10,JJ,1,145045,1,1,1
neutral configurations,10,NNS,1,145045,75,65,1
neutrality,2,NN,1,145045,1810651,421572,1
neutralized,2,VBN,1,145045,579635,261375,1
neutrino,2,VBP,1,145045,217899,14487,1
neutrinos,2,NNS,1,145045,134934,13440,1
neutron,2,RB,1,145045,1203168,77688,1
neutron's,2,JJ,1,145045,2867,1544,1
neutron's,2,NN,1,145045,2867,1544,1
neutron's spin,10,NN,1,145045,65,58,1
neutron's spin,10,RB,1,145045,65,58,1
neutrons bound,10,IN,1,145045,545,497,1
nevertheless,2,NN,1,145045,9923129,1668299,1
nevertheless allowed,10,VBD,1,145045,5359,5247,1
nevertheless allows,10,VBZ,1,145045,2697,2653,1
nevertheless appear,10,IN,1,145045,4866,4719,1
nevertheless apply,10,RB,1,145045,1440,1372,1
nevertheless appropriate,10,JJ,1,145045,1463,1425,1
nevertheless appropriate,10,NN,1,145045,1463,1425,1
nevertheless assuming,10,VBG,1,145045,82,80,1
nevertheless begin,10,NN,1,145045,940,934,1
nevertheless certainly,10,RB,1,145045,677,672,1
nevertheless consider,10,DT,1,145045,3358,3267,1
nevertheless consider,10,NN,1,145045,3358,3267,1
nevertheless contribute,10,JJ,1,145045,2026,1969,1
nevertheless defined,10,JJ,1,145045,722,720,1
nevertheless derived,10,VBD,1,145045,978,942,1
nevertheless ended,10,JJ,1,145045,990,979,1
nevertheless examine,10,NN,1,145045,459,452,1
nevertheless expect,10,VBP,1,145045,1316,1305,1
nevertheless indicated,10,VBD,1,145045,2046,2004,1
nevertheless interacts,10,NNS,1,145045,66,66,1
nevertheless meeting,10,VBG,1,145045,43,43,1
nevertheless mention,10,VBP,1,145045,503,499,1
nevertheless observed,10,VBD,1,145045,1857,1844,1
nevertheless rejecting,10,VBG,1,145045,75,74,1
nevertheless unavoidable,10,JJ,1,145045,413,410,1
news,2,NN,1,145045,21797865,2016636,1
nickner,2,NN,1,145045,1,1,1
nickner gmail,10,NN,1,145045,1,1,1
nineteenth,2,JJ,1,145045,9868604,1179130,1
nineteenth century,10,NN,1,145045,6457397,966136,1
nnblack,2,JJ,1,145045,1,1,1
nnblack,2,NN,1,145045,1,1,1
nnblack,2,RB,1,145045,1,1,1
nngeneral,2,JJ,1,145045,1,1,1
nngeneral relativistic,10,JJ,1,145045,1,1,1
nnnegative energy,10,JJ,1,145045,1,1,1
nnnegative temperatures,10,NNS,1,145045,1,1,1
non-equilibrium thermodynamics,10,NNS,1,145045,1242,621,1
non-equilibrium thermodynamicsstatistical,10,JJ,1,145045,1,1,1
non-equilibrium thermodynamicstime,10,JJ,1,145045,1,1,1
non-negligible,2,JJ,1,145045,1,1,1
non-negligible effect,10,JJ,1,145045,1,1,1
non-relationally,2,RB,1,145045,1,1,1
non-reversed,2,JJ,1,145045,1,1,1
non-reversed mass,10,JJ,1,145045,1,1,1
non-sense,2,JJ,1,145045,1,1,1
non-spinning,2,JJ,1,145045,862,509,1
non-thermodynamic,2,JJ,1,145045,1,1,1
non-trivial,2,JJ,1,145045,1,1,1
non-trivial difference,10,JJ,1,145045,1,1,1
non-vanishing positive,10,JJ,1,145045,1,1,1
non-vanishing value,10,JJ,1,145045,1,1,1
none unchanged,10,VBN,1,145045,1,1,1
nonexistent,2,JJ,1,145045,825211,491768,1
nonsense,2,NN,1,145045,2681032,928473,1
normal gravitational,10,JJ,1,145045,1366,1065,1
normally assumed,10,VBN,1,145045,9853,8947,1
normally consider,10,JJR,1,145045,7390,7087,1
normally exist,10,JJ,1,145045,8130,7635,1
normally expect,10,JJ,1,145045,25049,23149,1
notation,2,VBP,1,145045,2985982,460635,1
notation nngeneral,10,JJ,1,145045,1,1,1
notation tensors,10,NNS,1,145045,1,1,1
noted,2,VBN,1,145045,26077738,2351059,1
noted disequilibrium,10,NN,1,145045,1,1,1
noteworthy,2,JJ,1,145045,1786607,732490,1
notice,2,NN,1,145045,20994638,2354533,1
noticed,2,JJ,1,145045,12114488,1970054,1
noting,2,VBG,1,145045,3095956,1139861,1
notion,2,VBP,1,145045,11824109,1605993,1
notion dependent,10,JJ,1,145045,87,84,1
notion dependent,10,NN,1,145045,87,84,1
notion implausible,10,JJ,1,145045,1,1,1
notions involved,10,VBN,1,145045,2390,2083,1
nowadays,2,NNS,1,145045,1347446,565517,1
nowhere,2,RB,1,145045,4059778,1471215,1
nuanced,2,VBD,1,145045,204263,110582,1
nuclear interaction,10,NN,1,145045,9197,3430,1
nuclear interactionnegative,10,JJ,1,145045,1,1,1
nuclei,2,RB,1,145045,3163737,217446,1
nuclei formed,10,VBN,1,145045,4918,3380,1
nucleus containing,10,VBG,1,145045,7963,6333,1
null,2,IN,1,145045,2241662,338968,1
null,2,RB,1,145045,2241662,338968,1
null final,10,JJ,1,145045,1,1,1
null value,10,NN,1,145045,25978,7477,1
obeyed,2,JJ,1,145045,2034859,803816,1
obeyed,2,VBP,1,145045,2034859,803816,1
obeys,2,NNS,1,145045,438038,264087,1
object associated,10,VBD,1,145045,10006,5840,1
object balances,10,VBZ,1,145045,202,172,1
object concerning,10,VBG,1,145045,743,695,1
object contains,10,NNS,1,145045,22442,10128,1
object dropped,10,VBD,1,145045,3403,2883,1
object encodes,10,IN,1,145045,61,54,1
object experiences,10,NNS,1,145045,1798,1185,1
object experiencing,10,VBG,1,145045,227,188,1
object increases,10,VBZ,1,145045,5032,4190,1
object laterally,10,RB,1,145045,113,111,1
object merely,10,RB,1,145045,4430,4197,1
object reaches,10,NNS,1,145045,2830,2278,1
object submitted,10,VBD,1,145045,289,285,1
object trying,10,VBG,1,145045,245,242,1
object using,10,VBG,1,145045,29543,12005,1
objection,2,NN,1,145045,5021916,1119951,1
objectionable,2,JJ,1,145045,1166464,509122,1
objections,2,NNS,1,145045,3666981,1048632,1
objective,2,VBP,1,145045,13048108,1506287,1
objective physical,10,JJ,1,145045,8519,6886,1
objective properties,10,NNS,1,145045,6805,4246,1
objective significance,10,NN,1,145045,5624,4163,1
objective toward,10,RB,1,145045,4473,4174,1
objectively determined,10,JJ,1,145045,12192,9865,1
objectively distinct,10,JJ,1,145045,471,404,1
objects actually,10,RB,1,145045,4670,4375,1
objects appear,10,JJ,1,145045,43018,30455,1
objects composed,10,VBD,1,145045,2161,1801,1
objects involved,10,VBD,1,145045,10535,8245,1
objects submitted,10,VBD,1,145045,917,876,1
obscure,2,JJ,1,145045,4414630,1374289,1
observable level,10,VBP,1,145045,989,882,1
observable particles,10,NNS,1,145045,476,383,1
observables,2,NNS,1,145045,100742,18845,1
observables currently,10,RB,1,145045,1,1,1
observation clearly,10,RB,1,145045,1891,1839,1
observation probably,10,RB,1,145045,1458,1430,1
observation process,10,JJ,1,145045,6990,3500,1
observation viewpoint,10,NN,1,145045,1,1,1
observational argument,10,NN,1,145045,111,72,1
observational data,10,JJ,1,145045,75535,33162,1
observational evidenceFeynman,10,NN,1,145045,1,1,1
observational evidencetime,10,JJ,1,145045,1,1,1
observational viewpoint,10,JJ,1,145045,177,160,1
observationally acceptable,10,JJ,1,145045,1,1,1
observationally motivated,10,JJ,1,145045,1,1,1
observationally significant,10,VBP,1,145045,53,46,1
observations concerning,10,VBG,1,145045,47995,40228,1
observations confirm,10,VBP,1,145045,8310,7746,1
observations regarding,10,VBG,1,145045,32083,27837,1
observations related,10,VBD,1,145045,4000,3719,1
observe,2,RP,1,145045,9631113,1925883,1
observe,2,VB,1,145045,9631113,1925883,1
observe,2,VBN,1,145045,9631113,1925883,1
observe,2,VBZ,1,145045,9631113,1925883,1
observe anomalous,10,JJ,1,145045,90,86,1
observe despite,10,RB,1,145045,40,40,1
observe particles,10,NNS,1,145045,295,278,1
observe phenomena,10,JJ,1,145045,2709,2597,1
observe underdense,10,NN,1,145045,1,1,1
observed absence,10,NN,1,145045,1119,1081,1
observed asymmetry,10,JJ,1,145045,1373,1081,1
observed breaking,10,VBG,1,145045,609,503,1
observed cosmological,10,JJ,1,145045,123,101,1
observed directions,10,NNS,1,145045,1096,786,1
observed gravitationally,10,RB,1,145045,1,1,1
observed imbalance,10,NN,1,145045,138,115,1
observed inside,10,RB,1,145045,2515,2236,1
observed interferences,10,NNS,1,145045,87,72,1
observed matter-antimatter,10,RB,1,145045,1,1,1
observed phenomenon,10,IN,1,145045,13856,12351,1
observed positive,10,JJ,1,145045,3349,2885,1
observed quantities,10,NNS,1,145045,7275,4163,1
observed regardless,10,NN,1,145045,1634,1561,1
observed response,10,JJ,1,145045,9764,6281,1
observed sign,10,IN,1,145045,536,509,1
observed sign,10,NN,1,145045,536,509,1
observed simply,10,VBP,1,145045,1692,1656,1
observed thermodynamic,10,JJ,1,145045,267,220,1
observed time-asymmetry,10,NN,1,145045,1,1,1
observed variations,10,NNS,1,145045,10682,8988,1
observed velocity,10,NN,1,145045,7401,4207,1
observed voids,10,NNS,1,145045,65,57,1
observer,2,RP,1,145045,4690327,1177214,1
observer,2,VBP,1,145045,4690327,1177214,1
observer actually,10,RB,1,145045,1095,1064,1
observer becomes,10,NNS,1,145045,3301,3076,1
observer becomes,10,VBZ,1,145045,3301,3076,1
observer constrained,10,VBD,1,145045,1,1,1
observer dependence,10,VBP,1,145045,108,85,1
observer determining,10,VBG,1,145045,75,75,1
observer feels,10,NNS,1,145045,2365,2182,1
observer outside,10,IN,1,145045,2674,2257,1
observer provides,10,VBZ,1,145045,499,453,1
observer uniformly,10,RB,1,145045,1,1,1
observer usually,10,RB,1,145045,1449,1400,1
observers arises,10,VBZ,1,145045,40,40,1
observers respectively,10,RB,1,145045,104,94,1
observing oppositely,10,RB,1,145045,1,1,1
observing phenomena,10,JJ,1,145045,1573,1492,1
observing positive,10,JJ,1,145045,246,233,1
observing processes,10,NNS,1,145045,380,369,1
obsolete,2,NN,1,145045,1718190,690310,1
obstacle,2,JJ,1,145045,2516765,1037492,1
obtain Lorentz,10,NN,1,145045,1,1,1
obtain consistent,10,NN,1,145045,7082,6055,1
obtain direct,10,JJ,1,145045,10997,10309,1
obtain experimental,10,JJ,1,145045,2937,2775,1
obtain fine-grained,10,JJ,1,145045,71,70,1
obtain gravitational,10,JJ,1,145045,1,1,1
obtain results,10,NNS,1,145045,31425,27806,1
obtainable,2,JJ,1,145045,948289,432043,1
obtained allow,10,IN,1,145045,823,745,1
obtained despite,10,JJ,1,145045,2260,2170,1
obtaining particles,10,NNS,1,145045,108,106,1
occasions,2,NNS,1,145045,7605958,1787790,1
occupants,2,NNS,1,145045,1157317,517078,1
occupies,2,NNS,1,145045,2195169,881414,1
occupy,2,NN,1,145045,4634537,1466370,1
occupy energy,10,JJ,1,145045,414,380,1
occupying,2,VBG,1,145045,2001339,878030,1
occupying properly,10,RB,1,145045,1,1,1
occur,2,FW,1,145045,28132087,2217264,1
occur,2,NNS,1,145045,28132087,2217264,1
occur,2,PRP,1,145045,28132087,2217264,1
occur,2,RP,1,145045,28132087,2217264,1
occur,2,VBZ,1,145045,28132087,2217264,1
occur changes,10,VBZ,1,145045,810,787,1
occur despite,10,JJ,1,145045,13537,11806,1
occur forward,10,IN,1,145045,128,121,1
occur forward,10,RB,1,145045,128,121,1
occur independently,10,RB,1,145045,29862,23819,1
occur locally,10,RB,1,145045,8180,6265,1
occur merely,10,RB,1,145045,2886,2750,1
occur phenomena,10,RP,1,145045,161,161,1
occur simply,10,VBP,1,145045,8297,8029,1
occur twice,10,MD,1,145045,12812,11539,1
occur variations,10,NNS,1,145045,267,267,1
occur violations,10,VBZ,1,145045,1,1,1
occurred,2,JJ,1,145045,18811138,2330419,1
occurrence,2,RB,1,145045,6300581,1273565,1
occurrences,2,NNS,1,145045,1612857,624202,1
occurring beyond,10,VBP,1,145045,3281,3120,1
occurring merely,10,RB,1,145045,358,357,1
occurs,2,RB,1,145045,21902269,1824190,1
occurs,2,RBR,1,145045,21902269,1824190,1
odd,2,JJ,1,145045,6858384,1555411,1
ofdiscrete,2,JJ,1,145045,1,1,1
ofdiscrete symmetry,10,NN,1,145045,1,1,1
offer,2,NN,1,145045,24800250,2595721,1
offer,2,VBP,1,145045,24800250,2595721,1
offered,2,VBD,1,145045,25394773,2549910,1
offering,2,VBG,1,145045,9220486,1898690,1
official,2,NN,1,145045,18197463,1852385,1
official publication,10,NN,1,145045,60468,44030,1
offset,2,NN,1,145045,3242945,779985,1
ofgeneral,2,JJ,1,145045,934,539,1
ofgeneral relativistic,10,JJ,1,145045,1,1,1
omnipresent,2,VBP,1,145045,341902,223265,1
one-dimensional,2,JJ,1,145045,32603,15137,1
one-dimensional space,10,NN,1,145045,4850,3348,1
online,2,JJ,1,145045,4751899,527294,1
open-minded,2,JJ,1,145045,175318,130999,1
open-minded specialists,10,NNS,1,145045,1,1,1
opened,2,VBD,1,145045,26375513,2447191,1
opens,2,VBZ,1,145045,5032531,1410105,1
operating,2,VBG,1,145045,15188020,1547326,1
operating regards,10,NNS,1,145045,1,1,1
operation clearly,10,RB,1,145045,1242,1215,1
operation considered,10,VBD,1,145045,1091,1046,1
operation described,10,VBD,1,145045,9910,8287,1
operation despite,10,JJ,1,145045,1683,1623,1
operation despite,10,VBP,1,145045,1683,1623,1
operation effectively,10,RB,1,145045,792,780,1
operation equivalent,10,JJ,1,145045,554,507,1
operation equivalent,10,NN,1,145045,554,507,1
operation instead,10,JJ,1,145045,3941,3833,1
operation involved,10,JJ,1,145045,11628,10256,1
operation involves,10,NNS,1,145045,15187,13411,1
operation involves,10,PRP,1,145045,15187,13411,1
operation involving,10,VBG,1,145045,17385,15154,1
operation mainly,10,RB,1,145045,512,506,1
operation needs,10,NNS,1,145045,4168,3808,1
operation obtained,10,VBD,1,145045,787,733,1
operation originally,10,RB,1,145045,652,616,1
operation relates,10,VBZ,1,145045,479,436,1
operation relating,10,VBG,1,145045,435,415,1
operation reverses,10,NNS,1,145045,270,255,1
operation reverses,10,VBZ,1,145045,270,255,1
operations allow,10,VBP,1,145045,2560,2205,1
operations allowed,10,VBD,1,145045,2317,1866,1
operations applied,10,VBD,1,145045,3494,2973,1
operations associated,10,VBD,1,145045,7941,6454,1
operations backward,10,VBP,1,145045,133,130,1
operations based,10,VBD,1,145045,9537,8541,1
operations chosen,10,VBP,1,145045,304,291,1
operations collectively,10,RB,1,145045,197,191,1
operations currents,10,NNS,1,145045,1,1,1
operations currentsdiscrete,10,VBP,1,145045,1,1,1
operations dependencies,10,VBZ,1,145045,1,1,1
operations dependenciesdiscrete,10,VBP,1,145045,1,1,1
operations depicted,10,VBD,1,145045,310,293,1
operations describing,10,VBG,1,145045,102,97,1
operations displayed,10,VBP,1,145045,240,233,1
operations distinct,10,JJ,1,145045,196,196,1
operations distinct,10,VBP,1,145045,196,196,1
operations enantiomorphic,10,JJ,1,145045,1,1,1
operations engenders,10,NNS,1,145045,1,1,1
operations formulated,10,VBD,1,145045,82,80,1
operations gravitationblack,10,VBP,1,145045,1,1,1
operations gravitationdiscrete,10,JJ,1,145045,1,1,1
operations handednessconstraint,10,VBP,1,145045,1,1,1
operations handednessquantum,10,VBP,1,145045,1,1,1
operations handednesstime,10,VBP,1,145045,1,1,1
operations happen,10,VBP,1,145045,492,479,1
operations invariance,10,RB,1,145045,1,1,1
operations involved,10,VBD,1,145045,35468,28236,1
operations joint,10,VBP,1,145045,253,157,1
operations merely,10,RB,1,145045,954,946,1
operations parity,10,NN,1,145045,1,1,1
operations proposed,10,VBD,1,145045,2007,1831,1
operations semi-classical,10,JJ,1,145045,1,1,1
operations sign,10,JJ,1,145045,1,1,1
operations spin,10,VBP,1,145045,1,1,1
operationsconstraint,2,JJ,1,145045,1,1,1
operationsthermodynamic,2,JJ,1,145045,1,1,1
operatorsstate,2,JJ,1,145045,1,1,1
operatorsstate vectorpropagatordiscrete,10,JJ,1,145045,1,1,1
opposite,2,FW,1,145045,19750828,2506179,1
opposite,2,NNP,1,145045,19750828,2506179,1
opposite acceleration,10,NN,1,145045,256,246,1
opposite accelerations,10,NNS,1,145045,214,152,1
opposite action,10,JJ,1,145045,7294,6070,1
opposite amount,10,JJ,1,145045,534,491,1
opposite asymmetry,10,NN,1,145045,295,245,1
opposite change,10,VBP,1,145045,6861,5802,1
opposite conclusion,10,NN,1,145045,55165,47242,1
opposite contribution,10,VBP,1,145045,156,154,1
opposite contributions,10,NNS,1,145045,395,378,1
opposite effect,10,NN,1,145045,213542,171785,1
opposite effects,10,NNS,1,145045,47370,35435,1
opposite electric,10,JJ,1,145045,3962,3109,1
opposite electrical,10,JJ,1,145045,5765,4290,1
opposite gravitational,10,JJ,1,145045,111,111,1
opposite growth,10,NN,1,145045,193,178,1
opposite handedness,10,JJ,1,145045,1085,697,1
opposite handedness,10,NN,1,145045,1085,697,1
opposite imbalances,10,NNS,1,145045,89,71,1
opposite mass,10,RB,1,145045,256,226,1
opposite masses,10,NNS,1,145045,116,112,1
opposite masses,10,VBZ,1,145045,116,112,1
opposite negative,10,JJ,1,145045,920,825,1
opposite polarities,10,NNS,1,145045,6614,4613,1
opposite sides,10,NNS,1,145045,550293,316693,1
opposite signs,10,IN,1,145045,56135,29713,1
opposite signs,10,JJ,1,145045,56135,29713,1
opposite signs,10,NNS,1,145045,56135,29713,1
opposite space,10,VBP,1,145045,575,514,1
opposite temperature,10,NN,1,145045,957,894,1
opposite temperatures,10,NNS,1,145045,110,109,1
opposite value,10,NN,1,145045,3234,2639,1
opposite value,10,VBP,1,145045,3234,2639,1
opposite values,10,VBZ,1,145045,5720,4547,1
oppositely charged,10,VBN,1,145045,44027,18520,1
oppositely configured,10,VBD,1,145045,1,1,1
oppositeness,2,NN,1,145045,6083,3734,1
oppositeness compared,10,VBD,1,145045,1,1,1
orbit,2,NN,1,145045,3297753,454062,1
orderconstraint,2,NN,1,145045,1,1,1
ordersecond,2,NN,1,145045,1,1,1
ordertime,2,JJ,1,145045,1,1,1
ordertime direction,10,NN,1,145045,1,1,1
ordinance,2,NN,1,145045,2565000,369398,1
ordinarily associate,10,VBP,1,145045,2702,2599,1
ordinarily expected,10,VBD,1,145045,5243,4959,1
ordinary,2,VBP,1,145045,19953272,2243188,1
ordinary antimatter,10,RB,1,145045,1,1,1
ordinary antiparticle,10,NN,1,145045,1,1,1
ordinary antiparticles,10,NNS,1,145045,1,1,1
ordinary antiparticles,10,VBZ,1,145045,1,1,1
ordinary circumstances,10,VBZ,1,145045,222482,155088,1
ordinary conditions,10,NNS,1,145045,131879,79844,1
ordinary electron,10,NN,1,145045,1973,1443,1
ordinary electron,10,RP,1,145045,1973,1443,1
ordinary pairs,10,JJ,1,145045,175,160,1
ordinary particle-antiparticle,10,RB,1,145045,1,1,1
ordinary particles,10,VBZ,1,145045,1752,1118,1
ordinary phenomena,10,NN,1,145045,7280,6266,1
ordinary physical,10,JJ,1,145045,20243,15645,1
ordinary positive,10,VBP,1,145045,1327,1114,1
ordinary quantum,10,VBP,1,145045,2222,1205,1
ordinary reference,10,NN,1,145045,1664,1419,1
ordinary response,10,NN,1,145045,1125,1081,1
ordinary surface,10,NN,1,145045,4666,3875,1
orientation,2,VBP,1,145045,6618320,889179,1
oriented,2,JJ,1,145045,6721254,978709,1
oriented relative,10,JJ,1,145045,2455,2075,1
oriented toward,10,JJ,1,145045,365327,199504,1
origin,2,RB,1,145045,17906921,1923173,1
origin,2,VB,1,145045,17906921,1923173,1
original approach,10,VBP,1,145045,15830,14506,1
original definitions,10,NNS,1,145045,3851,3507,1
original developments,10,NNS,1,145045,1342,1310,1
original equations,10,NNS,1,145045,23242,10705,1
original formulation,10,NN,1,145045,31131,25239,1
original interpretation,10,NN,1,145045,13319,12066,1
original particle,10,VBP,1,145045,3385,2508,1
original process,10,IN,1,145045,22437,14978,1
original process,10,JJ,1,145045,22437,14978,1
original process,10,RB,1,145045,22437,14978,1
original proposal,10,MD,1,145045,44133,35529,1
original single,10,JJ,1,145045,9581,8618,1
original suggestion,10,JJ,1,145045,16247,14897,1
original theory,10,NN,1,145045,35064,28052,1
original transformation,10,NN,1,145045,1757,1373,1
original universe,10,NN,1,145045,1312,925,1
originally absent,10,JJ,1,145045,855,793,1
originally assumed,10,VBD,1,145045,12841,11800,1
originally considered,10,VBD,1,145045,19132,18035,1
originally defined,10,VBD,1,145045,29112,24383,1
originally denoted,10,VBD,1,145045,6573,5233,1
originally denoted,10,VBN,1,145045,6573,5233,1
originally introduced,10,VBD,1,145045,44224,38925,1
originally propagating,10,VBG,1,145045,1,1,1
originally proposed,10,VBD,1,145045,99810,80374,1
originate,2,NN,1,145045,1453041,636421,1
originates,2,NNS,1,145045,800237,396034,1
originates evolved,10,VBD,1,145045,1,1,1
originators,2,NNS,1,145045,148082,112790,1
originnegative,2,JJ,1,145045,1,1,1
originnegative energy,10,JJ,1,145045,1,1,1
origintime,2,JJ,1,145045,1,1,1
origintime direction,10,NN,1,145045,1,1,1
otherwise apparently,10,RB,1,145045,6037,5736,1
otherwise appear,10,JJ,1,145045,22092,20943,1
otherwise appeared,10,VBD,1,145045,3158,3046,1
otherwise appears,10,VBP,1,145045,5867,5533,1
otherwise arbitrary,10,JJ,1,145045,6108,4617,1
otherwise attributable,10,JJ,1,145045,553,430,1
otherwise characterized,10,VBD,1,145045,2050,1987,1
otherwise constitute,10,JJ,1,145045,5149,3918,1
otherwise describe,10,RB,1,145045,1816,1536,1
otherwise empty,10,JJ,1,145045,23746,21443,1
otherwise improbable,10,JJ,1,145045,754,724,1
otherwise interesting,10,VBG,1,145045,4362,4124,1
otherwise metaphysical,10,JJ,1,145045,57,55,1
otherwise positive,10,VBP,1,145045,2383,2230,1
otherwise required,10,VBN,1,145045,34509,18326,1
otherwise time-symmetric,10,JJ,1,145045,1,1,1
otherwise uniform,10,JJ,1,145045,4007,3610,1
otherwise uniform,10,VBP,1,145045,4007,3610,1
outcome,2,RP,1,145045,8414842,1381674,1
outcome surrounding,10,VBG,1,145045,1,1,1
outer,2,NN,1,145045,9836766,1567644,1
outer layers,10,NNS,1,145045,93379,52230,1
outline,2,JJ,1,145045,5835423,1514787,1
outside observer,10,RB,1,145045,54775,43352,1
outside surrounding,10,VBG,1,145045,306,269,1
outstanding problemsblack,10,NN,1,145045,1,1,1
outstanding problemsgeneral,10,JJ,1,145045,1,1,1
outstanding problemssecond,10,NN,1,145045,1,1,1
outstanding problemstime,10,RB,1,145045,1,1,1
outward,2,JJ,1,145045,5061663,1328164,1
overall,2,VBP,1,145045,11141854,1288691,1
overall angular,10,JJ,1,145045,634,471,1
overall cancellation,10,NN,1,145045,83,64,1
overall distribution,10,VBP,1,145045,18312,14024,1
overall effect,10,JJ,1,145045,142652,107419,1
overall equilibrium,10,JJ,1,145045,4799,3113,1
overall homogeneous,10,JJ,1,145045,128,116,1
overall increase,10,NN,1,145045,40304,34053,1
overall magnitude,10,VBP,1,145045,4673,4107,1
overall motion,10,NN,1,145045,2781,2091,1
overall negative,10,JJ,1,145045,7898,6721,1
overall positive,10,JJ,1,145045,11081,9734,1
overall sign,10,NN,1,145045,1106,836,1
overdense shell,10,VBP,1,145045,1,1,1
overdense shellgravitational,10,JJ,1,145045,1,1,1
overdense shellnegative,10,JJ,1,145045,1,1,1
overdensities occurring,10,VBG,1,145045,1,1,1
overdensity,2,NN,1,145045,1367,343,1
overthrow,2,JJ,1,145045,2057880,618126,1
overwhelming,2,VBG,1,145045,3766273,1374684,1
overwhelming evidence,10,NN,1,145045,75059,64033,1
pair,2,VBP,1,145045,14077461,1939423,1
pair annihilationvacuum,10,NN,1,145045,1,1,1
pair creation,10,VBP,1,145045,5423,2006,1
pair creationblack,10,NN,1,145045,1,1,1
pair creationdiscrete,10,JJ,1,145045,1,1,1
pair creationenergy,10,NN,1,145045,1,1,1
pair creationgravitational,10,JJ,1,145045,1,1,1
pair creationmatter,10,JJ,1,145045,1,1,1
pair creationsecond,10,NN,1,145045,1,1,1
pair creationtime,10,JJ,1,145045,1,1,1
pair initially,10,RB,1,145045,181,176,1
pairs,2,JJ,1,145045,6312126,1130905,1
pairs,2,RB,1,145045,6312126,1130905,1
paper preferred,10,VBD,1,145045,291,286,1
papers,2,NNS,1,145045,15263409,1963266,1
paradigm,2,NN,1,145045,2275252,386171,1
paradigmnegative energy,10,NN,1,145045,1,1,1
paradigmnegative mass,10,NN,1,145045,1,1,1
paradox,2,VBP,1,145045,1930341,641693,1
paradoxical,2,JJ,1,145045,1063796,454528,1
paradoxical situations,10,NNS,1,145045,2188,2022,1
paradoxically,2,RB,1,145045,528424,286581,1
paradoxtime,2,NN,1,145045,1,1,1
paradoxtime travel,10,NN,1,145045,1,1,1
paradoxwormholewormhole,2,JJ,1,145045,1,1,1
paradoxwormholewormhole traversablewormhole,10,NN,1,145045,1,1,1
parallel,2,NNS,1,145045,14822919,1806896,1
parameter,2,RB,1,145045,5390719,285698,1
parameter,2,RBR,1,145045,5390719,285698,1
parameter distinct,10,JJ,1,145045,1,1,1
parameter leaves,10,NNS,1,145045,1,1,1
parameter relative,10,JJ,1,145045,448,414,1
parameter twice,10,NN,1,145045,101,90,1
parameter unchanged,10,VBN,1,145045,65,62,1
parameters associated,10,JJ,1,145045,19146,13763,1
parameters characterize,10,VBP,1,145045,1047,964,1
parameters defining,10,VBG,1,145045,5730,4788,1
parameters involved,10,VBD,1,145045,16486,13140,1
parameters locally,10,RB,1,145045,83,79,1
parameters relative,10,JJ,1,145045,1134,1044,1
parameters relevant,10,NN,1,145045,2627,2334,1
parameters transformed,10,VBD,1,145045,45,45,1
parameters unchanged,10,VBD,1,145045,769,661,1
parameters whenever,10,VBP,1,145045,357,334,1
parametersblack hole,10,NN,1,145045,1,1,1
parametersdiscrete,2,JJ,1,145045,1,1,1
parametersdiscrete symmetry,10,NN,1,145045,1,1,1
parity,2,VBP,1,145045,1203877,255927,1
partially,2,RB,1,145045,6370578,1647448,1
particle,2,RB,1,145045,6153014,530364,1
particle,2,VBN,1,145045,6153014,530364,1
particle,2,VBZ,1,145045,6153014,530364,1
particle Despite,10,JJ,1,145045,1,1,1
particle accelerates,10,VBZ,1,145045,487,408,1
particle accelerating,10,VBG,1,145045,286,263,1
particle accelerators,10,NNS,1,145045,21984,10642,1
particle based,10,VBN,1,145045,616,503,1
particle begins,10,NNS,1,145045,1251,1066,1
particle carrying,10,NN,1,145045,2156,1745,1
particle changes,10,NNS,1,145045,3196,2548,1
particle changes,10,VBZ,1,145045,3196,2548,1
particle charges,10,NNS,1,145045,628,439,1
particle chargesblack,10,JJ,1,145045,1,1,1
particle confined,10,JJ,1,145045,1622,849,1
particle confined,10,VBN,1,145045,1622,849,1
particle consequently,10,RB,1,145045,1,1,1
particle content,10,JJ,1,145045,14670,1624,1
particle content,10,NN,1,145045,14670,1624,1
particle continues,10,NNS,1,145045,908,841,1
particle couldn't,10,NN,1,145045,1,1,1
particle creation,10,VBP,1,145045,2508,1052,1
particle crosses,10,NNS,1,145045,1419,1047,1
particle crossing,10,VBG,1,145045,508,383,1
particle defined,10,VBD,1,145045,239,213,1
particle energiesBekenstein,10,NN,1,145045,1,1,1
particle energiesrest,10,JJS,1,145045,1,1,1
particle evolves,10,VBZ,1,145045,83,74,1
particle forming,10,NN,1,145045,472,387,1
particle goes,10,NNS,1,145045,2164,1637,1
particle handednessquantum,10,NN,1,145045,1,1,1
particle identical,10,JJ,1,145045,314,285,1
particle inside,10,NN,1,145045,2056,1575,1
particle involved,10,VBN,1,145045,855,786,1
particle level,10,VBP,1,145045,3080,1648,1
particle located,10,VBD,1,145045,2642,1749,1
particle merely,10,RB,1,145045,227,217,1
particle momentablack,10,JJ,1,145045,1,1,1
particle momentaquantum,10,JJ,1,145045,1,1,1
particle moves,10,NNS,1,145045,38292,12435,1
particle pairs,10,NNS,1,145045,1949,1159,1
