,word,clusters,source
2652,hence,"Hence, Sequences, absence, audience, hence, sequence, valency",6
2653,cellular,"Cellular, calculate, calculated, cellular, natural cellular",6
2654,orientation,"orientation, orientations, representation, shortest thick, triangulations",6
2655,polytopes,"Polytopes, Polytopes dual, Polytopes"", n-polytope, n-polytope lies, n-polytopes, polygons, polytopal, polytopal spheres, polytope, polytope Lemma, polytope dual, polytope theory, polytope"", polytopecyclic, polytopes, polytopes"", polytopesFlag",6
2656,vertex,"Series, Vertex, Vertex-, kernel, vertex, vertex degrees, vertex sets, vertex-, vertex-edge, vertexD, vertexI, vertexZ, vertices",6
2657,fullerenes,"Eulerschen, Fuller's, Fullerene, Fullerenes, Fullerenes"", McMullen's, disk-fullerenes, formulate properties, fullerene, fullerene absence, fullerenes, fullerenes based, fullerenes sufficient, fullerenes using, fullerenes"", fullerenesNumber, fullerenessingular, singuliere des",6
2658,Exercise,"Circuits"", Eberhard, Exercise, Experiment, Otherwise, exercise, otherwise, pairwise, piecewise, precisely",6
2659,boundary,"Corollary, Journal, Nowadays, Poincare, arbitrary, backward, bottom ray, boundaries, boundary, boundary cycle, boundary cycles, boundary lying, bounded, bounding, bounds, coboubdary, coboundary, fixed boundary, irredundant, jointly, modulo boundary, outer boundary, standard, und Physik",6
2660,isomorphism,"cobordism, diffeomorphic, epimorphism, isomorphic, isomorphically, isomorphims, isomorphism, isomorphism implies, isomorphisms, monomorphism",6
2661,components,"carbon rings, coefficients, compact torus, complementary, complements, component, components, components contain, components lying, homogeneous, hypothesis, nice opportunity",6
2662,canonical,"Canonical, Platonic, Ranganathan, canonical, canonically, chiralchiral, cospherical, cubical, nanofibers"", technical",6
2663,connected,"Connected, connected, connecting, contains exactly, disconnected, graph disconnected, suggested, sumconnected",6
2664,simple polytope,"Simple polytope, Simple polytopes, complexpolytope, defined polytope, numberspolytope, regular polytope, simple n-polytope, simple n-polytopes, simple polytope, simple polytopes, simple polytopes"", simple polytopesFlag, simplex continue, simplicial polytope, simplicialpolytope, solidpolytope, steps polytopes, subdivisionpolytope",6
2665,k-belt,"Freely, Gubeladze, Insert, Modified belt, Nobel, Robert, buckyballs, freely, k-belt, k-beltk-belt, k-belts, k-beltsLet, k-cuts, k-k-beltH, l'-belt, l-belt, r-belt, s-belt, uniquely",6
2666,straightening,"Straightening, Straightenings, edgestraightening, straighten, straightening, straightening According, straightening operations, straightforward, straightforward using, strengthened",6
2667,operation,"Applying operation, Dover edition, Eberhard's, International, Operation, Operations, Polyederrelationen, Southampton, Thurston, consideration, enumeration, fibration, invitation, iterative, lower arrow, odd permutation, one-to-one, operation, operation simply, operationLet, operationgrowth, operationis, operations, operator, permutation, permuting, pyramids, shorter thick",6
2668,path,"Arthur, Gale, ISBN, MAIK, Mat, Math, Math Inst, Nauk, Note, Panov, RFBR, Stasheff, TORIC, VVfV, aff, approach, atom, award, cap&the, cuts, data, http, ith, j-th, onto, page, parts, pass, patch, patches, patches"", patchpatch, patented, path, pathedge, paths, paththick, pdf, plane, sets, sketch, walk",6
2669,fragment,"Fragment, Fragments, fragment, fragment backward, fragmentfragment, fragments, fundamental, statement",6
2670,belt,"Betti, Dehli, Deza, Helv, Inst, belt, belts, build, built, cell, cells, field, meet, object, objects, text, texts, unit, vert",6
2671,contradiction,"Central Circuits"", Pontryagin class, USA Pavillion, contiguous regions, contractible, contradiction, contradicts, contradicts Theorem, counterclockwise",6
2672,manifold,"Harold, m-manifold, main goal, manifold, manifoldTake, manifolds, manifolds"", maximal, orbifolds, submanifold, transform",6
2673,embedding,"According, according, ascending, embedded, embedding, embeddingLet, embeddings, including, meeting, numbers differ, preceding, relabeling, sending",6
2674,intersect,"Conversely, acting freely, acts freely, edges intersects, finite sequence, increases, independent, infinite series, integer vector, interiors, intermediate, intersect, intersects, interval, inverse, pairwise intersect, path intersect, powerLet",6
2675,pentagon,"Moment-angle, Pentagon, heptagon, heptagons, hexagon, hexagonal, hexagons, left-hand, moment-angle, pentagon, pentagonal, pentagons, pentakis",6
2676,pair,"Main, Pair, major, pair, pairs, paper",6
2677,dodecahedron,"Dodecahedron, cube&Snub dodecahedron, dodecahedron, dodecahedron Exercise, dodecahedronThe, dodecahedronThe Steinitz, pentakis dodecahedron, snub dodecahedron",6
2678,m-n,"Fan, P/T m-n, j-n, j-y, k-b, k-i, k-n, m-k, m-n, m-n-i, m-nF, m/K, main, map, n-i, n-l, r-x",6
2679,multiplication,"Multiplication, Nowmultiplication, multiplication, multiplication defined, multiplication rule, multiplications, participation, specialization, trivialisation",6
2680,quasitoric,"Dutour Sikiric, Francis Guthrie, Nowadays toric, Quasitoric, auditorium, dataquasitoric, quasitoric, quasitoric data, wide auditorium",6
2681,successive,"Successive, espaces fibres, non-successive, nonsuccessive, numbers gives, spaces define, successive",6
2682,graph,"Graphs, Harada, Pgraph, Zigzags, drawn, graded, grants, graph, graphs, graphs"", group, groups, grows, grows fast, growth, steps, subgraph",6
2683,induced,"induced, induces, inductive, introduced, reduced",6
2684,multigraded,"Bigraded, Multigraded, multidegree, multidegree mdeg, multigraded, multigrading, mutigraded, mutligraded",6
2685,construction,"Construction, configuration, construct, construct arbitrary, construction, construction implies, constructions, constructive, constructive enumeration, polytope Construction",6
2686,vector,"December, Milnor, October, Steklov, Victor, bottom, f-vector, f-vectorAll, f-vectors, factor, factors, functor, inventor, mirror, p-vector, tensor, vector, vectors, vice versa",6
2687,flag simple,"convex simple, dual simple, exist simple, finite simple, flag simple, flag simplicial, linear simple, path simpleif",6
2688,homeomorphism,"areas homeomorphic, homeomorphic, homeomorphism, homeomorphisms, homomorphism",6
2689,problem,"Problem, Smalley, double, globales, map problem, problem, problem solved, problemNo, problemfour, problems, product, program, proposed, triples, unsolvable",6
2690,ring,"Bruns, China, EPrint, Fig, Krnc, MIMS EPrint, Moving, Printing, Rings, Springer, Using, Wang, acting, lying, moving, rank, rigid, ring, rings, rise, roofing, signs, taking, thick, trying, using",6
2691,solids,"Conclude, Follows, Volodin, admits, colors, follow, follows, holds, isomers, polydisk, sends, series, sides, society, solid, solid lines, solids, solved, solved"", split, topics, valid",6
2692,theorem,"K-Theory"", Theorem, Theorems, Theory, Theory Ser, colored, curve theorem, g-theorem, main theorem, theorem, theorem analog, theorem gives, theorems, theorist, theory",6
2693,Lecture,"Closure, Conjecture"", FULLERENES, Lecture, Lecture guide, Lectures, Leibnitz rule, Leipzig, Leonard, Letters, Nobel Lecture, Robert Curl, closure, lecture, lectures, molecule, n-cube, picture",6
2694,combinatorially equivalent,"combinatorial equivalence, combinatorially chiral, combinatorially chiralchiral, combinatorially equivalent, combinatorially nonequivalent",6
2695,result,"Faculty, Graduate, key results, main result, modulo, regular, result, result graph, resulting, resulting entity, results",6
2696,simplex,"Simple, Simplex, Ziegler, circle, circles, complex, empty simplex, n-simplex, simple, simplegraph, simpleif, simplest, simplex, simply, single, singuliere, subcomplex, symplectic",6
2697,characteristic,"Characteristic, Euler characteristics, Richard Buckminster, characteristic, characteristics, characterizing, mappingcharacteristic",6
2698,cyclic,"Cyclic, cutcyclic, cycle, cycles, cyclic",6
2699,surrounds,"disc bounded, disk bounded, lower bounds, surround, surrounded, surrounding, surrounds",6
2700,elements,"Acknowledgments, achievements, depends, edge-segments, element, elementary, elements, reference, segments, statements",6
2701,quadrangle,"Quadrangle, Subrahmanyam, Wolfgang Haken, dualGale, facet quadrangle, quadrangle, quadrangle instead, quadrangles, quadrangular, quadratic",6
2702,complexes,"Thom complexes"", complete, complex freely, complex join, complex numbers, complex smooth, complexes, complexes"", globales des, subcomplexes",6
2703,diagram,"Program, diagonal, diagram, diagrams, digram",6
2704,faces,"Academy, B-cuts, Barrel, Cayley, Davis, Francis, Haken, Mackay, Paris, Surveys, Theses, acts, affects, area, based, basis, blocks, cases, classes, faces, facet, facets, facets lie, facets modulo, facets"", famous, fibres, figures, fixed, flagness, focus, focused, forms, framed, free, gives, i-faces, lattices, leaves, makes, named, nonfaces, passes, rules, trees, types, values",6
2705,moment-angle manifold,"Moment-angle manifold, Moment-angle manifolds, P&&moment-angle manifold, Pmoment-angle manifold, havemoment-angle manifold, manifoldmoment-angle manifold, moment-angle manifold, moment-angle manifoldTake, moment-angle manifolds, sectionmoment-angle manifold",6
2706,opposite,"Suppose, appropriate, composite, impossible, lie outside, opportunity, opposite, opposite edges, opposite sides, organized, outside, positive, supported",6
2707,Poincare duality,"Poincare dual, Poincare duality, Poincare dualityPoincare, Poincare obtain, Richard Smalley, dualGale duality, dualityPoincare duality",6
2708,consider,"Buckminster, Consider, Considering, Else consider, Leonard Euler, coincides, coinsides, consider, considered, consisting, consists, cylinder, else consider, inside",6
2709,integer,"Gubkina str, formula integer, instead, integer, integers, integral, interior, needed, odd integer",6
2710,mappings,"Mappings, appears, mapping, mapping preserves, mappings, matchings, midpoints",6
2711,Archimedean,"Archimedean, Archimedean solids, Euclidean, Hasheminezhad, architectural, solidArchimedean",6
2712,commutative,"commutative, commutative algebra, commutative diagram, commutative group, commutativity, compatible, computations, nonnegative",6
2713,define,"Define, Define polar, Gubkina, Leninskie, Modified, Remind, affine, affinely, decide, define, defined, defines, defining, deform, degree, degrees, deleting, delivered, depend, designer, disjoint, dotted lines, image defines, ordering, realize, relint, well-defined, wide audience",6
2714,equivalence,"Providence, equivalence, equivalence class, equivalence preserving, equivalent, equivalent convex, gas valency, homotopy equivalence, nonequivalent",6
2715,polytopepolytope,"dual polytopepolytope, polydiskpolydisk, polytopepolytope, polytopesFlag polytopes, polytopespolytope",6
2716,section,"Description, Section, Subsection, action, assumption, assumptions, bijection, collection, criterion, exceptional, function, inclusion, induction, m-action, mention, mentioned, section, special, specified, subsection, version, versions",6
2717,simplices,"Possibilities, basis gives, implicitly, implies, possibilities, simplices, simplicial",6
2718,spaces,"Space, Thom spaces, Thom spaces"", des espaces, espaces, halfspace, scalar, separates, shared, smallest, space, spaceover, spaces, spaces"", squares, starts, systems",6
2719,trivial,"B-rigid, Brinkmann, chiral, initial, non-trivial, nontrivial, original, previous, transversal, triangle, triangles, trivial, trivial real",6
2720,Stanley-Reisner,"Stanley-Reisner, Stanley-Reisner ideal, Stanley-Reisner ring, Stanley-Reisner rings, ring Stanley-Reisner, ringStanley-Reisner, ringpolytope Stanley-Reisner",6
2721,University,"AMS University, Cambridge University, National University, University, University Lectures, University Press, functoriality, universal",6
2722,barycentric,"Barycentric, Harold Kroto, barycenter, barycentric, via barycentric",6
2723,cellular structure,"Cellular structure, cell structure, cellular structure, cellular structurepolydisk, cellular structures, complex structure, simplicial structure",6
2724,denote,"Choose, Denote, Endo-Kroto, Kenneth, Kenneth Appel, denote, denoted, denotes, devoted, m-n onto, minors, nanotubes, note, remove",6
2725,intersection,"hence deletion, hence intersections, indexintersection, indexintersection index, interpretation, intersecting, intersecting neighbors, intersection, intersections, inverse operation, linear relations, quotient projection, reversing bijection",6
2726,loop,"Color, Dokl, Mosc, Moscow, Proc, Proof, Soc, Thom, Wilson, allow, color, join, k-loop, looks, loop, loop	, loops, loss, p-loop, shown, step, stop, tool, vol",6
2727,simplicial complex,"nonfacesimplicial complex, simplegraph simple, simplicial chain, simplicial complex, simplicial complexabstract, simplicial complexes, simplicial convex",6
2728,wikipedia org,"Leninskie Gory, wikipedia, wikipedia org",6
2729,Platonic solids,"Catalan solids, Platonic solid, Platonic solidpolytope, Platonic solids",6
2730,applications,"Applications"", application, applications, applications based, apply methods, approximation, discuss applications, realizationabstract",6
2731,canonical section,"canonical action, canonical cellular, canonical orientation, canonical partition, canonical projection, canonical section, canonical structure, classical notion, technical result",6
2732,contain,"Combin, Contemp, Counting, London, Pontryagin, central, chain, cochain, cochains, coloring, compact, constant, contain, contained, containing, contains, content, continue, continuous, hotmail, obtain, obtain m-k, obtained, obtains, total Pontryagin",6
2733,corresponds,"belt corresponds, correspond, correspondence, correspondent, corresponding, corresponds, crossroads, element corresponds, holes bounded, ray corresponds",6
2734,homology,"Cohomology, Homotopy, Lomonosov, Morphologie, Topology, biology, cohomology, homology, homotopic, homotopy, hotmail com, locally, nanotechnology, odd homology, topology",6
2735,simple edge,"Simple paths, double edge, multiple edges, simple edge, simple edge-cycle, simple edge-cycles, simple edge-path, simple flag, simple graph, simple result, simpleedge, simpleedge path, simplesimple, simplest example, single edge, single-edge, vital due",6
2736,www wikipedia,www wikipedia,6
2737,example,"Example, exactly, example, examples, exatly, multiple, nice examples, previous example, remarkable",6
2738,facets pentagons,"adjacent pentagon, adjacent pentagons, facet heptagon, facets adjacent, facets hexagons, facets pentagons, intersects pentagons, isolated pentagon",6
2739,growth operations,"Denote operation, Endo-Kroto operation, Growth operations, Theses operations, growth operation, growth operationLet, growth operationgrowth, growth operationis, growth operations, truncation operations",6
2740,linear,"Brinkmann-Dress, C-linear, C-linear maps, Finely, Fisher, Fleischner, Higher, Richard, Singapore, appear, bilinear, clear, finely, linear, linear forms, linearity, linearly, lines, lower, m-k linearly, planar, singular, zigzag",6
2741,notions,"Matkowski, National, actions, actions"", assigns, conditions, contiguous, definitions, functions, notation, notations, noticed, notion, notions, notionsConvex, regions, unions",6
2742,piecewise-linear,"Interdisciplinary, piecewise linear, piecewise-linear, piecewise-linear closed, piecewise-linear curve, piecewise-linear mapping, piecewise-linear version, simple piecewise-linear",6
2743,positively oriented,"additively generated, canonically oriented, orientedoriented, positive orientation, positively oriented",6
2744,respect,"abstract, architect, effect, perfect, research, respect, respectively, respects, retract",6
2745,Betti numbers,"Betti numbers, Betti numbersbigraded, Betti numberspolytope, nonnegative integers, real numbers",6
2746,Mathematics,"Mathematical, Mathematicians, Mathematics, Mathematics award, Mathematik, Mathematik und, Mechanics, discrete mathematics, mathematical, mathematics",6
2747,Schlegel diagram,"Schlegel diagram, Schlegel diagramSchlegel, Schlegel diagrams, Schlegel digram, pullback diagram",6
2748,Steinitz,"Ernst Steinitz, Leibnitz, Rigidity, Steinitz, Steinitz's, SteinitzA, SteinitzA graph",6
2749,admissible mapping,"Admissible mappings, admissible mapping, admissibleadmissible, admissibleadmissible mapping, composite mapping",6
2750,belong,"Coloring, Jelena, Wolfgang, beginning, belong, belongs, beyond, cube&Snub",6
2751,border,"Dover, Jordan, Moreover, barrel, bigraded, border, borders, corner, disordered, formed, larger, moreover, nonzero, ordered, orders, shorter",6
2752,cubical subdivision,"cubical subdivision, cubical subdivisionpolytope, simplicial subdivision",6
2753,cyclic k-edge,"Cyclic k-edge, cutcyclic k-edge, cyclecycleis, cyclic k-edge, cyclic sequence",6
2754,describe,"Admissible, Describe, Discrete, Nobel Prize, admissible, decreases, describe, described, discrete, gives rise",6
2755,edge path,"Discrete Math, Duke Math, Soviet Math, Steklov Math, edge path, edge pathedge, edge paths, edge-path, edge-paths, pathedge path, paththick path, single-edge path, thick path, thick paththick, zigzag path",6
2756,ind,"Akad, Ann, Canada, Endo, India, Univ, ends, ind, index, int, odd, third, und",6
2757,matrix,"matrices, matrix, n-matrix, natural, submatrix, unit matrix",6
2758,prove,"Graver, Kroto, Prove, curve, move, proof, proofs, prove, proved, proves, provided, provides, role",6
2759,quasitoric manifold,"Quasitoric manifold, Quasitoric manifolds, dataquasitoric manifold, quasitoric manifold, quasitoric manifolds, quasitoric manifolds""",6
2760,smooth,"Growth, Smooth, smooth",6
2761,sphere,"Biosphere, Chern, Scheme, appeared, nozero, scheme, share, sphere, sphere"", spheres, upper, upper ray",6
2762,successive facets,"Successive edges, non-successive facets, nonsuccessive facets, successive edges, successive facets",6
2763,sum,"Adv, Chem, Cube, Curl, Due, Duke, Forum, Hom, III, Justus, Physik, Snub, USA, VVV, com, cube, cut, due, hull, rule, sign, situs"", snub, str, study, sum, sums, www",6
2764,surface,"Arthur Cayley, hypersurfaces, nonface, pullback, subspace, suffice, sufficiency, sufficient, surface",6
2765,truncated,"Princeton, Truncated, associated, cube&&Truncated, originated, truncated, truncation, truncations",6
2766,Russian,"Russia, Russian, Russian Academy, Russian Math, assign, buchstab, discuss main, discussion, russian",6
2767,adjacent edges,"Graduate texts, adjacent edges, adjacent facets, adjacent regions, incident edges, non-adjacent edges",6
2768,argument,"Department, Similar argument, adjacent, argument, argument works, arguments, segment",6
2769,classical,"Classical, classical, classical Poincare, classification, classified, physical, problem Classical",6
2770,equality,"duality, equality, generality, inequalities, inequality",6
2771,finite,"fibre, figure, finish, finishes, finite, infinite, infinitely, unique",6
2772,monomial,"Montreal, follow mainly, functorial, minimal, monomial, monomial quadratic, monomial ring, monomials, nonempty, normal",6
2773,projective,"Projective, bijectively, effective, producing, projection, projective, projective space, projective version, projectiveLet, properties, via projection",6
2774,satisfying,"axis passing, basis defining, integers satisfying, particular satisfying, satisfies, satisfy, satisfying",6
2775,subset,"August, subset, subsets",6
2776,substitute,"Institute, substitute, substituting, substitution",6
2777,toric topology,"Toric Homotopy, Toric Topology, Toric topology, algebraic topology, equivariant topology, topologytoric topology, toric topology, toric topologytoric",6
2778,Davis-Januszkiewicz',"Davis--Januszkiewicz, Davis--Januszkiewicz', Davis-Januszkiewicz', Januszkiewicz, complex Davis-Januszkiewicz', manifold Davis-Januszkiewicz'",6
2779,Davis-Januszkiewicz' construction,"Davis--Januszkiewicz' construction, Davis-Januszkiewicz' construction, Davis-Januszkiewicz' constructionmoment-angle",6
2780,Geometry,"Geometries, Geometry, Germany, geometry, isometry, symmetry",6
2781,assume,"Assume, assembled, assume",6
2782,barycentric subdivision,"barycentric simplicial, barycentric subdivision, barycentric subdivisions",6
2783,belts surrounding,"belt surrounding, belt surrounds, belts surrounding, belts surrounds, facets surrounding, k-belt surrounding, loop surrounding",6
2784,canonical multiplication,"canonical multigraded, canonical multiplication, complex multiplication, induced multiplication, nontrivial multiplication",6
2785,characteristic function,"Characteristic function, characteristic function, characteristic functions",6
2786,chemistry,"Chemistry, chemistry, chemists-theorists",6
2787,combinatorial type,"Combinatorial data, combinatorial convex, combinatorial data, combinatorial isomers, combinatorial simple, combinatorial study, combinatorial type, combinatorial types, cosphericalcospherical class",6
2788,consequent,"Consequence, classes Denote, congruent, consequent, consistent, convenient, exact sequence, non-consequent",6
2789,consequent facets,"congruent regular, consequent edges, consequent facets, non-consequent facets",6
2790,coordinates,"coordinate, coordinated, coordinates, coordinates nonzero, coordinatewise, ith coordinate, polar coordinated, zero coordinates",6
2791,diagonal action,"additional assumptions, diagonal action, diagonal approximation, diagonal mapping, diagonal subgroup, disjoint union, trivial action",6
2792,divisor,"Novikov, develop, divided, divides, divisible, divisor, divisors, subdivision, subdivisions",6
2793,fundamental cycle,"fundamental cycle, fundamental notions",6
2794,geometrical,"Geometrical, geometric, geometrical, geometrically, geometrically chiral",6
2795,identify,"entity, identified, identify, identity",6
2796,lemma,"Lemma, Remark, Sharma, e-mail, lemma, terms, versa",6
2797,lie,"Else, Fix, Jie, guide, lattice, lie, lies, nice, value, via, vice, view, wide",6
2798,n-dimensional,"codimension, dimension, dimensional, dimensional convex, four-dimensional, n-dimensional, n-dimensional Euclidean, n-dimensional torus, real n-dimensional, standard n-dimensional, three-dimensional",6
2799,normal vector,"column vectors, complex vector, initial vertex, nonzero vector, normal bundle, normal vector, normal vectors, nozero vector",6
2800,orientation induced,"operations induced, orientation coincides, orientation defined, orientation induced, orientation induces, orientationcanonical, orientations induced",6
2801,outer,"Buchstaber, Coxeter, Dutour, Eastern, Euler, Euler's, Fuller, Guthrie, Kutnar, Star, commute, computer, dotted, latter, numbers, outer, refer",6
2802,proof follows,"parts follow, problemfour colors, proof follows, result follows, theorem follows",6
2803,raising,"Beijing, Choosing, Walking, arising, choosing, hanging, missing, organizing, passing, providing, raising, reversing, walking",6
2804,Euler formula,"Euler formula, Euler's formula, gives non-flag, implies formula, outer normal, problems formulated, relationEuler's formula",6
2805,Professor,"Professor, Professor Jelena, Professor Jie, thank Professor",6
2806,Truncated icosahedron,"Truncated icosahedron, cube&&Truncated dodecahedron, truncated icosahedron",6
2807,algebra,"Billera, algebra, algebraic, graded algebra, tensor algebra",6
2808,analog,"Analog, Catalan, analog, analogs, analogue, angles",6
2809,arXiv,"Archiv, Grbic, arXiv, arrow, carbon, orbit",6
2810,authors,"Furthermore, Hausdorff, Nauk SSSR, author, authors, authors thank, methods, neighbors",6
2811,boundary component,"boundary component, boundary components, boundary condition, connected component, connected components",6
2812,cellular cochain,"McMullen's conditions, cellular approximation, cellular chain, cellular cochain, cellular cochains, cellular complex",6
2813,characteristic mapping,"Characteristic mapping, characteristic classes, characteristic mapping, quadratic mapping",6
2814,coboundary operator,"boundary operator, coboubdary operator, coboundary homomorphism, coboundary operator",6
2815,cochain complexes,"chain complex, chain complexes, cochain complex, cochain complexes, condition implies, contain fragments",6
2816,cohomology ring,"Cohomology ring, cobordism ring, cohomology ring",6
2817,colors problem,"Classical problem, colors problem, colors problemfour, colors suffice, colors theorem, follows directly, major problem",6
2818,combinatorial operation,"combinatorial description, combinatorial dodecahedron, combinatorial enumeration, combinatorial operation",6
2819,deformation,"definition, deformation, deformation retract, deformation retraction, description, formulation",6
2820,direct sum,"Skrekovski, direct product, direct sum, direct summand, directly",6
2821,edge belongs,"atom belongs, edge belongs, edges belong, element belongs, pentagon belongs, vertex belongs",6
2822,edge cycle,"dualcycle, edge cycle, edge cycles, edge-cycle, edge-cycles, unit circles, zigzag cycle",6
2823,edges corresponding,"blocks corresponding, cells corresponding, edges corresponding, elements corresponding, one-to-one correspondence, vector corresponding",6
2824,edges lying,"edge lying, edges defining, edges leaves, edges lying, edgesmissing, points lying",6
2825,equality holds,"equality follows, equality holds, inequality changes, inequality holds, self-dual pyramids",6
2826,equivariant,"equivariant, invariant, invariants, m-equivariant, n-equivariant",6
2827,exist,"Ernst, axis, exact, except, exist, existence, exists, explicit",6
2828,flag polytopes,"Dual polytopes, cyclic polytopecyclic, flag polytope, flag polytopes, non-flag polytope, non-flag polytopes, regular polygons",6
2829,geometrical realization,"Geometrical construction, Geometrical realization, geometric realization, geometric realizationabstract, geometrical realization",6
2830,graded ring,"graded ring, graded rings, mutigraded ring, mutligraded ring, organized jointly, quadratic ring, solved using",6
2831,initial polytope,"chiral polytope, chiralpolytope, classical polytope, induction hypothesis, initial polytope, initial vertexpolytope, intermediate polytopes, minimalpolytope, orientationpolytope, original polytope",6
2832,intersect facets,"intermediate steps, intersect exactly, intersect facets, intersecting facets, intersects exactly, universal coefficients",6
2833,lecture notes,"Lectures Series, appeared instead, exatly nanotubes, inductive hypothesis, lecture notes, lectures delivered, left-hand rules",6
2834,linear isomorphism,"additive isomorphism, boundary homomorphism, graded isomorphism, inverse isomorphism, linear combination, linear homeomorphisms, linear isomorphism, locally isomorphic, ring isomorphism, simplicial isomorphism",6
2835,m-equivariant homeomorphism,"m-equivariant embedding, m-equivariant homeomorphism, m-equivariant quadratic",6
2836,minimal nonface,"minimal nonface, minimal nonfaces, minimalnonface",6
2837,moment-angle complexes,"Moment-angle complex, Moment-angle complexes, moment-angle complex, moment-angle complexes, moment-angle complexes""",6
2838,octahedron,"Icosahedral, Icosahedron, Octahedron, icosahedral, icosahedron, octahedron, octahedron&, total Chern",6
2839,orbit space,"Euclidean space, ambient space, orbit space",6
2840,pentagon adjacent,"Pentagon adjacent, edges adjacent, heptagon adjacent, hexagon adjacent, non-adjacent, pentagon adjacent, pentagon instead, pentagon intersects, pentagons exactly, pentagons isolated",6
2841,procedures,"Proceedings, procedure, procedure affects, procedureThe, procedures, procedures gives, products, two-edges",6
2842,projective moment-angle,"Projective moment-angle, polytope P&&moment-angle, projective moment-angle",6
2843,quadrangular facet,"quadrangular facet, quadratic hypersurfaces, singular facet",6
2844,quantum,quantum,6
2845,ras,"Basic, Dress, McKay, Phys, Press, Ray, Stars, areas, base, caps, class, easy, eds, fast, gas, lab, maps, ras, ray, rows, tree, works",6
2846,related,"allowed, barrelbarrel, greater, isolated, realizable, realized, regard, related, required, rotate",6
2847,related simplicial,"nonfacesimplicial, related simplicial",6
2848,rigidrigid,"B-rigidB-rigidity, Neighborhood, right-hand, rigidity, rigidrigid, rigidrigid property",6
2849,satisfying formula,"coefficients formula, satisfies formula, satisfying conditions, satisfying formula",6
2850,semigroup,"abelian groups, acting subgroup, additive semigroup, semigroup, subgroup",6
2851,smooth manifold,"framed manifold, smooth action, smooth manifold, smooth oriented, smooth submanifold",6
2852,standard basis,"standard basis, standard coordinatewise, standard n-cubecube, standard real, standard scalar, standard torus",6
2853,starting,"Iterating, Starting, establish, outstanding, ray starting, spanning, starting, supporting",6
2854,structures,"Structure, structure, structurepolydisk, structures",6
2855,summands,"nontrivial summands, summand, summands, summands appear",6
2856,surrounding adjacent,"surround adjacent, surrounding adjacent, surrounding facets",6
2857,theoremtheorem,"curve theoremtheorem, existence theorem, systems theorist, theorem Eberhard's, theorem presented, theorem provided, theoremtheorem, theoremtheorem Jordan, theoremtheorem SteinitzA",6
2858,topological,"Algebraic-topological, Morphologie der, Topologist, Topologist Seminar, cohomological, loop-cutsloop-cut, topological, topological spaces, topologically, topologically sphere, topology Nowadays, topologytoric",6
2859,truncated edge,"Princeton Univ, transversal edge, truncated edge, truncated edges",6
2860,Algebraic-topological invariants,Algebraic-topological invariants,6
2861,Archimedean solidArchimedean,Archimedean solidArchimedean,6
2862,BuckminsterfullereneBuckminsterfullerene,"Buckminsterfullerene Buckminsterfullerenefullerene, BuckminsterfullereneBuckminsterfullerene, Buckminsterfullerenefullerene, Buckminsterfullerenefullerene Buckminsterfullerene",6
2863,Canonical orientationcanonical,Canonical orientationcanonical,6
2864,Chemistry-Relevant,"Chemistry-Relevant, Chemistry-Relevant Graphs",6
2865,Consider facets,"Consider facets, Consider midpoints, Consider piecewise, Hence facets, consider integer, cospherical class, opposite facets, sides facets",6
2866,Davis--Januszkiewicz conditionsDavis--Januszkiewicz,Davis--Januszkiewicz conditionsDavis--Januszkiewicz,6
2867,Eulerschen Polyederrelationen,Eulerschen Polyederrelationen,6
2868,Finely ordered,"Finely ordered, finely ordered",6
2869,Interdisciplinary Mathematics,Interdisciplinary Mathematics,6
2870,International Congress,International Congress,6
2871,IntroductiontocsectionIntroduction,IntroductiontocsectionIntroduction,6
2872,Mathematical Society,"Mathematical Institute, Mathematical Sciences, Mathematical Society, Mathematical Surveys, mathematical models, mathematical society, mathematics focused",6
2873,Mathematical theory,"Mathematical Chemistry, Mathematical theory, mathematical theory, physical theory",6
2874,Milnor-Novikov,"Milnor-Novikov, Milnor-Novikov theorem",6
2875,Monographs,"Monographs, RFBR grants, Topology Monographs, monograph, monographs",6
2876,P/S,"AMS, IMS, MIMS, P/K, P/S, P/T, POLYTOPES, PVV, SSSR, k/T, n/Z",6
2877,"Polyheder""","Polyheder"", Polytechnique, der Polyheder"", polyhedra, polyhedra""",6
2878,Quadrangle surrounded,"Quadrangle surrounded, quadrangle surrounded",6
2879,Russian Mathematical,"American Mathematical, Eastern Mathematical, London mathematical, Russian Mathematical, Russian Mathematics, Steklov Mathematical",6
2880,Similar,"Nikolay, Seminar, Sikiric, Similar, Similarly, annihilator, similar, similarly",6
2881,Smooth structure,"Smooth structure, smooth structure",6
2882,Snub cube,"Snub cube, Snub cube&Snub, n-cubecube, snub cube",6
2883,Springer Verlag,"Springer India, Springer Verlag, Springer-Verlag",6
2884,Stanley-Reisner ringStanley-Reisner,"Stanley-Reisner ringStanley-Reisner, ringStanley-Reisner ringpolytope",6
2885,Steinitz's theorem,"Eberhard's theorem, Steinitz theorem, Steinitz theoremtheorem, Steinitz's theorem",6
2886,TOPOLOGY,"TOPOLOGY, TORIC TOPOLOGY",6
2887,Truncated cube&&Truncated,"Truncated cube&&Truncated, Truncated tetrahedron&Truncated, Truncated&&Truncated",6
2888,addition,"Edition, Pavillion, addition, additional, additive, additively, admitting, condition, edition, partition, partitioned",6
