word,pos,frequency,tf_idf,inf,source
integrating,VBG,1,0.00124296263801,-0.00070571041554,2
interaction caused,NA,1,0.00124296263801,-0.00070571041554,2
interaction inside,NA,1,0.00124296263801,-0.00070571041554,2
interaction mediated,NA,1,0.00124296263801,-0.00070571041554,2
interactionNuclear,JJ,1,0.00124296263801,-0.00070571041554,2
interactionNuclear force!short-range,NA,1,0.00124296263801,-0.00070571041554,2
interactionshad-vp,JJ,1,0.00124296263801,-0.00070571041554,2
interacts,NNS,1,0.00124296263801,-0.00070571041554,2
interesting topic,NA,1,0.00124296263801,-0.00070571041554,2
interpretable,JJ,1,0.00124296263801,-0.00070571041554,2
interpretation,NN,1,0.00124296263801,-0.00070571041554,2
interpreted,VBN,1,0.00124296263801,-0.00070571041554,2
interpreting,VBG,1,0.00124296263801,-0.00070571041554,2
intractable,JJ,1,0.00124296263801,-0.00070571041554,2
intrinsic accuracy,NA,1,0.00124296263801,-0.00070571041554,2
intrinsic charge,NA,1,0.00124296263801,-0.00070571041554,2
intrinsic contribution,NA,1,0.00124296263801,-0.00070571041554,2
intrinsic size,NA,1,0.00124296263801,-0.00070571041554,2
intrinsically,RB,1,0.00124296263801,-0.00070571041554,2
intrinsically superior,NA,1,0.00124296263801,-0.00070571041554,2
introductory,NN,1,0.00124296263801,-0.00070571041554,2
inverse,NN,1,0.00124296263801,-0.00070571041554,2
inverse powers,NA,1,0.00124296263801,-0.00070571041554,2
involve virtual,NA,1,0.00124296263801,-0.00070571041554,2
involving short-range,NA,1,0.00124296263801,-0.00070571041554,2
ions,NNS,1,0.00124296263801,-0.00070571041554,2
iso,NN,1,0.00124296263801,-0.00070571041554,2
isospin,NN,1,0.00124296263801,-0.00070571041554,2
isotope shifts,NA,1,0.00124296263801,-0.00070571041554,2
isotope shiftsIsotope,NA,1,0.00124296263801,-0.00070571041554,2
isotope-shift measurement,NA,1,0.00124296263801,-0.00070571041554,2
isotope-shift measurements,NA,1,0.00124296263801,-0.00070571041554,2
isotopes,VBP,1,0.00124296263801,-0.00070571041554,2
isotopesLi-ISIsotope,NN,1,0.00124296263801,-0.00070571041554,2
isotopesLi-ISIsotope shift!lithium,NA,1,0.00124296263801,-0.00070571041554,2
jagged,JJ,1,0.00124296263801,-0.00070571041554,2
judge,VBP,1,0.00124296263801,-0.00070571041554,2
judge nuclear,NA,1,0.00124296263801,-0.00070571041554,2
kHz,NN,1,0.00124296263801,-0.00070571041554,2
kHz,VBP,1,0.00124296263801,-0.00070571041554,2
kHz level,NA,1,0.00124296263801,-0.00070571041554,2
keeping,VBG,1,0.00124296263801,-0.00070571041554,2
key,JJ,1,0.00124296263801,-0.00070571041554,2
kinetic,JJ,1,0.00124296263801,-0.00070571041554,2
kinetic energies,NA,1,0.00124296263801,-0.00070571041554,2
knowledge,VBP,1,0.00124296263801,-0.00070571041554,2
label,NN,1,0.00124296263801,-0.00070571041554,2
label,VBP,1,0.00124296263801,-0.00070571041554,2
labelled,VBD,1,0.00124296263801,-0.00070571041554,2
labels,NNS,1,0.00124296263801,-0.00070571041554,2
large5cn,VBP,1,0.00124296263801,-0.00070571041554,2
larger atomic,NA,1,0.00124296263801,-0.00070571041554,2
latter,JJ,1,0.00124296263801,-0.00070571041554,2
latter interacts,NA,1,0.00124296263801,-0.00070571041554,2
latter mechanism,NA,1,0.00124296263801,-0.00070571041554,2
latter symmetry,NA,1,0.00124296263801,-0.00070571041554,2
lead,JJ,1,0.00124296263801,-0.00070571041554,2
lead,NN,1,0.00124296263801,-0.00070571041554,2
lead,VBP,1,0.00124296263801,-0.00070571041554,2
leading,JJ,1,0.00124296263801,-0.00070571041554,2
leading,VBG,1,0.00124296263801,-0.00070571041554,2
leading contribution,NA,1,0.00124296263801,-0.00070571041554,2
leading term,NA,1,0.00124296263801,-0.00070571041554,2
leading-order,NN,1,0.00124296263801,-0.00070571041554,2
leading-order non-relativistic,NA,1,0.00124296263801,-0.00070571041554,2
leading-order radiative,NA,1,0.00124296263801,-0.00070571041554,2
leading-order term,NA,1,0.00124296263801,-0.00070571041554,2
leading-order terms,NA,1,0.00124296263801,-0.00070571041554,2
leads,NNS,1,0.00124296263801,-0.00070571041554,2
learn,NN,1,0.00124296263801,-0.00070571041554,2
learn,VBP,1,0.00124296263801,-0.00070571041554,2
leaving,VBG,1,0.00124296263801,-0.00070571041554,2
left-most,JJ,1,0.00124296263801,-0.00070571041554,2
length scale,NA,1,0.00124296263801,-0.00070571041554,2
length scaleNuclear,NA,1,0.00124296263801,-0.00070571041554,2
levelGDH-nuc,JJ,1,0.00124296263801,-0.00070571041554,2
light-nuclear,JJ,1,0.00124296263801,-0.00070571041554,2
light-nuclear physics,NA,1,0.00124296263801,-0.00070571041554,2
likely,JJ,1,0.00124296263801,-0.00070571041554,2
likely,RB,1,0.00124296263801,-0.00070571041554,2
limit becomes,NA,1,0.00124296263801,-0.00070571041554,2
lines represent,NA,1,0.00124296263801,-0.00070571041554,2
list,NN,1,0.00124296263801,-0.00070571041554,2
list detailed,NA,1,0.00124296263801,-0.00070571041554,2
lists,VBZ,1,0.00124296263801,-0.00070571041554,2
literature,JJ,1,0.00124296263801,-0.00070571041554,2
lithium,JJ,1,0.00124296263801,-0.00070571041554,2
lithium isotopes,NA,1,0.00124296263801,-0.00070571041554,2
logarithmic modification,NA,1,0.00124296263801,-0.00070571041554,2
logarithmic modificationsd-polPolarizability!logarithmic,NA,1,0.00124296263801,-0.00070571041554,2
long-range forces,NA,1,0.00124296263801,-0.00070571041554,2
long-range nuclear,NA,1,0.00124296263801,-0.00070571041554,2
long-range partNuclear,NA,1,0.00124296263801,-0.00070571041554,2
longer,JJR,1,0.00124296263801,-0.00070571041554,2
longer range,NA,1,0.00124296263801,-0.00070571041554,2
longer-range,JJ,1,0.00124296263801,-0.00070571041554,2
longer-range forces,NA,1,0.00124296263801,-0.00070571041554,2
loop,JJ,1,0.00124296263801,-0.00070571041554,2
loop,NN,1,0.00124296263801,-0.00070571041554,2
loop diagrams,NA,1,0.00124296263801,-0.00070571041554,2
loop momentum,NA,1,0.00124296263801,-0.00070571041554,2
loops,JJ,1,0.00124296263801,-0.00070571041554,2
low energyQnuc,NA,1,0.00124296263801,-0.00070571041554,2
lowest,JJS,1,0.00124296263801,-0.00070571041554,2
lowest,VBP,1,0.00124296263801,-0.00070571041554,2
lowest values,NA,1,0.00124296263801,-0.00070571041554,2
magnetic dipoles,NA,1,0.00124296263801,-0.00070571041554,2
magnetic interaction,NA,1,0.00124296263801,-0.00070571041554,2
magnetic momentMagnetic,NA,1,0.00124296263801,-0.00070571041554,2
magnetic susceptibilityMagnetic,NA,1,0.00124296263801,-0.00070571041554,2
magneticPolarizability!magnetic,JJ,1,0.00124296263801,-0.00070571041554,2
magneticPolarizability!magnetic polarizabilities,NA,1,0.00124296263801,-0.00070571041554,2
magnetization density,NA,1,0.00124296263801,-0.00070571041554,2
magnitude,VBP,1,0.00124296263801,-0.00070571041554,2
magnitude smaller,NA,1,0.00124296263801,-0.00070571041554,2
makes,VBZ,1,0.00124296263801,-0.00070571041554,2
mandates,VBZ,1,0.00124296263801,-0.00070571041554,2
manifests,NNS,1,0.00124296263801,-0.00070571041554,2
maps,NNS,1,0.00124296263801,-0.00070571041554,2
mass,JJ,1,0.00124296263801,-0.00070571041554,2
mass scale,NA,1,0.00124296263801,-0.00070571041554,2
mass vanishes,NA,1,0.00124296263801,-0.00070571041554,2
masses vanish,NA,1,0.00124296263801,-0.00070571041554,2
massless,JJ,1,0.00124296263801,-0.00070571041554,2
mean-square radii,NA,1,0.00124296263801,-0.00070571041554,2
mean-square-radiusNuclear,JJ,1,0.00124296263801,-0.00070571041554,2
mean-square-radiusNuclear radii!deuterium,NA,1,0.00124296263801,-0.00070571041554,2
meanings,NNS,1,0.00124296263801,-0.00070571041554,2
meant,VBP,1,0.00124296263801,-0.00070571041554,2
measure differences,NA,1,0.00124296263801,-0.00070571041554,2
measure moments,NA,1,0.00124296263801,-0.00070571041554,2
measured,JJ,1,0.00124296263801,-0.00070571041554,2
measured normalization,NA,1,0.00124296263801,-0.00070571041554,2
measured using,NA,1,0.00124296263801,-0.00070571041554,2
measurement Nucleus,NA,1,0.00124296263801,-0.00070571041554,2
measurement probably,NA,1,0.00124296263801,-0.00070571041554,2
measurement tests,NA,1,0.00124296263801,-0.00070571041554,2
measurements provide,NA,1,0.00124296263801,-0.00070571041554,2
measures,VBZ,1,0.00124296263801,-0.00070571041554,2
measures non-nuclear,NA,1,0.00124296263801,-0.00070571041554,2
mechanism produces,NA,1,0.00124296263801,-0.00070571041554,2
mechanisms,VBP,1,0.00124296263801,-0.00070571041554,2
mechanisms affect,NA,1,0.00124296263801,-0.00070571041554,2
mediated,VBD,1,0.00124296263801,-0.00070571041554,2
member,NN,1,0.00124296263801,-0.00070571041554,2
merely,RB,1,0.00124296263801,-0.00070571041554,2
merely difficult,NA,1,0.00124296263801,-0.00070571041554,2
meson-exchange,VBP,1,0.00124296263801,-0.00070571041554,2
meson-exchange currentsNuclear,NA,1,0.00124296263801,-0.00070571041554,2
meson-exchange mechanism,NA,1,0.00124296263801,-0.00070571041554,2
middle 1980s,NA,1,0.00124296263801,-0.00070571041554,2
middle column,NA,1,0.00124296263801,-0.00070571041554,2
million,CD,1,0.00124296263801,-0.00070571041554,2
mimics,NNS,1,0.00124296263801,-0.00070571041554,2
missing short-range,NA,1,0.00124296263801,-0.00070571041554,2
models3N,NN,1,0.00124296263801,-0.00070571041554,2
modest,JJ,1,0.00124296263801,-0.00070571041554,2
modest physics,NA,1,0.00124296263801,-0.00070571041554,2
modificationsd-polPolarizability!logarithmic,JJ,1,0.00124296263801,-0.00070571041554,2
modificationsd-polPolarizability!logarithmic modification,NA,1,0.00124296263801,-0.00070571041554,2
molecular applications,NA,1,0.00124296263801,-0.00070571041554,2
molecular determination,NA,1,0.00124296263801,-0.00070571041554,2
molecular measurement,NA,1,0.00124296263801,-0.00070571041554,2
moment!Coulomb,NN,1,0.00124296263801,-0.00070571041554,2
moment!Coulomb interaction,NA,1,0.00124296263801,-0.00070571041554,2
moment!deuterium,NN,1,0.00124296263801,-0.00070571041554,2
moment!nuclear,NN,1,0.00124296263801,-0.00070571041554,2
momentMagnetic,JJ,1,0.00124296263801,-0.00070571041554,2
momentMagnetic moment!nuclear,NA,1,0.00124296263801,-0.00070571041554,2
momenta,NN,1,0.00124296263801,-0.00070571041554,2
moments adds,NA,1,0.00124296263801,-0.00070571041554,2
momentszemachHyperfine,JJ,1,0.00124296263801,-0.00070571041554,2
momentszemachHyperfine splitting!Zemach,NA,1,0.00124296263801,-0.00070571041554,2
momentum sets,NA,1,0.00124296263801,-0.00070571041554,2
momentum transferred,NA,1,0.00124296263801,-0.00070571041554,2
motion,NN,1,0.00124296263801,-0.00070571041554,2
motivation,NN,1,0.00124296263801,-0.00070571041554,2
motto,NN,1,0.00124296263801,-0.00070571041554,2
muonic,VBD,1,0.00124296263801,-0.00070571041554,2
muonic HeHe4-x,NA,1,0.00124296263801,-0.00070571041554,2
muonic atoms,NA,1,0.00124296263801,-0.00070571041554,2
muonic atomsHe4-x,NA,1,0.00124296263801,-0.00070571041554,2
muonic hydrogenLamb,NA,1,0.00124296263801,-0.00070571041554,2
myth,NN,1,0.00124296263801,-0.00070571041554,2
myth collection,NA,1,0.00124296263801,-0.00070571041554,2
nQCD,MD,1,0.00124296263801,-0.00070571041554,2
natural,JJ,1,0.00124296263801,-0.00070571041554,2
necessarily,RB,1,0.00124296263801,-0.00070571041554,2
negative entry,NA,1,0.00124296263801,-0.00070571041554,2
negatively,RB,1,0.00124296263801,-0.00070571041554,2
negatively charged,NA,1,0.00124296263801,-0.00070571041554,2
neglecting,VBG,1,0.00124296263801,-0.00070571041554,2
neglecting higher-order,NA,1,0.00124296263801,-0.00070571041554,2
ner,NN,1,0.00124296263801,-0.00070571041554,2
ner,RB,1,0.00124296263801,-0.00070571041554,2
neutral,JJ,1,0.00124296263801,-0.00070571041554,2
neutron,FW,1,0.00124296263801,-0.00070571041554,2
neutron,MD,1,0.00124296263801,-0.00070571041554,2
neutron,VBP,1,0.00124296263801,-0.00070571041554,2
neutron charge,NA,1,0.00124296263801,-0.00070571041554,2
neutron looks,NA,1,0.00124296263801,-0.00070571041554,2
neutron's size,NA,1,0.00124296263801,-0.00070571041554,2
neutron's sizeNuclear,NA,1,0.00124296263801,-0.00070571041554,2
neutron-rich,JJ,1,0.00124296263801,-0.00070571041554,2
neutron-rich nuclei,NA,1,0.00124296263801,-0.00070571041554,2
neutrons',JJ,1,0.00124296263801,-0.00070571041554,2
neutrons' effect,NA,1,0.00124296263801,-0.00070571041554,2
nevertheless appropriate,NA,1,0.00124296263801,-0.00070571041554,2
nevertheless significant,NA,1,0.00124296263801,-0.00070571041554,2
nevertheless sufficiently,NA,1,0.00124296263801,-0.00070571041554,2
nmag,JJ,1,0.00124296263801,-0.00070571041554,2
non-nuclear,JJ,1,0.00124296263801,-0.00070571041554,2
non-nuclear properties,NA,1,0.00124296263801,-0.00070571041554,2
non-nucleonic,JJ,1,0.00124296263801,-0.00070571041554,2
non-nucleonic processes,NA,1,0.00124296263801,-0.00070571041554,2
non-relativistic energy,NA,1,0.00124296263801,-0.00070571041554,2
non-relativistic finite-size,NA,1,0.00124296263801,-0.00070571041554,2
non-relativistic type,NA,1,0.00124296263801,-0.00070571041554,2
nonvanishing,VBG,1,0.00124296263801,-0.00070571041554,2
norm,JJ,1,0.00124296263801,-0.00070571041554,2
norm,NN,1,0.00124296263801,-0.00070571041554,2
norm estimates,NA,1,0.00124296263801,-0.00070571041554,2
normal,JJ,1,0.00124296263801,-0.00070571041554,2
normal situation,NA,1,0.00124296263801,-0.00070571041554,2
normalization fully,NA,1,0.00124296263801,-0.00070571041554,2
note,NN,1,0.00124296263801,-0.00070571041554,2
nuclear Compton,NA,1,0.00124296263801,-0.00070571041554,2
nuclear analogue,NA,1,0.00124296263801,-0.00070571041554,2
nuclear aspects,NA,1,0.00124296263801,-0.00070571041554,2
nuclear calculations!a10@A=,NA,1,0.00124296263801,-0.00070571041554,2
nuclear calculations!alpha@,NA,1,0.00124296263801,-0.00070571041554,2
nuclear calculations!trinucleon@,NA,1,0.00124296263801,-0.00070571041554,2
nuclear center,NA,1,0.00124296263801,-0.00070571041554,2
nuclear charges,NA,1,0.00124296263801,-0.00070571041554,2
nuclear convection,NA,1,0.00124296263801,-0.00070571041554,2
nuclear current,NA,1,0.00124296263801,-0.00070571041554,2
nuclear electric,NA,1,0.00124296263801,-0.00070571041554,2
nuclear excited,NA,1,0.00124296263801,-0.00070571041554,2
nuclear informationsav-nu,NA,1,0.00124296263801,-0.00070571041554,2
nuclear interactions,NA,1,0.00124296263801,-0.00070571041554,2
nuclear length,NA,1,0.00124296263801,-0.00070571041554,2
nuclear magnetic,NA,1,0.00124296263801,-0.00070571041554,2
nuclear magnetization,NA,1,0.00124296263801,-0.00070571041554,2
nuclear mass,NA,1,0.00124296263801,-0.00070571041554,2
nuclear measurement,NA,1,0.00124296263801,-0.00070571041554,2
nuclear mechanism,NA,1,0.00124296263801,-0.00070571041554,2
nuclear mechanisms,NA,1,0.00124296263801,-0.00070571041554,2
nuclear models,NA,1,0.00124296263801,-0.00070571041554,2
nuclear observables,NA,1,0.00124296263801,-0.00070571041554,2
nuclear output,NA,1,0.00124296263801,-0.00070571041554,2
nuclear physicshenry,NA,1,0.00124296263801,-0.00070571041554,2
nuclear physicspc,NA,1,0.00124296263801,-0.00070571041554,2
nuclear potentials,NA,1,0.00124296263801,-0.00070571041554,2
nuclear problem,NA,1,0.00124296263801,-0.00070571041554,2
nuclear quadrupole,NA,1,0.00124296263801,-0.00070571041554,2
nuclear quadrupole-moment,NA,1,0.00124296263801,-0.00070571041554,2
nuclear results,NA,1,0.00124296263801,-0.00070571041554,2
nuclear scales,NA,1,0.00124296263801,-0.00070571041554,2
nuclear spin,NA,1,0.00124296263801,-0.00070571041554,2
nuclear spin-dependent,NA,1,0.00124296263801,-0.00070571041554,2
nuclear target,NA,1,0.00124296263801,-0.00070571041554,2
nuclear techniques,NA,1,0.00124296263801,-0.00070571041554,2
nuclear wave,NA,1,0.00124296263801,-0.00070571041554,2
nuclear-finite-size,JJ,1,0.00124296263801,-0.00070571041554,2
nuclear-finite-size recoil,NA,1,0.00124296263801,-0.00070571041554,2
nuclear-force models3N,NA,1,0.00124296263801,-0.00070571041554,2
nuclear-force regime,NA,1,0.00124296263801,-0.00070571041554,2
nuclear-structure,JJ,1,0.00124296263801,-0.00070571041554,2
nuclear-structure mechanism,NA,1,0.00124296263801,-0.00070571041554,2
nuclei,FW,1,0.00124296263801,-0.00070571041554,2
nuclei,IN,1,0.00124296263801,-0.00070571041554,2
nuclei containing,NA,1,0.00124296263801,-0.00070571041554,2
nuclei tritium,NA,1,0.00124296263801,-0.00070571041554,2
nucleiElectric,JJ,1,0.00124296263801,-0.00070571041554,2
nucleiElectric polarizability!light,NA,1,0.00124296263801,-0.00070571041554,2
nucleon levelGDH-nuc,NA,1,0.00124296263801,-0.00070571041554,2
nucleon resonances,NA,1,0.00124296263801,-0.00070571041554,2
nucleon-nucleon forces,NA,1,0.00124296263801,-0.00070571041554,2
nucleon-nucleon potential,NA,1,0.00124296263801,-0.00070571041554,2
nucleon-nucleon scattering2gen,NA,1,0.00124296263801,-0.00070571041554,2
nucleons consequently,NA,1,0.00124296263801,-0.00070571041554,2
nucleons generates,NA,1,0.00124296263801,-0.00070571041554,2
nucleons meant,NA,1,0.00124296263801,-0.00070571041554,2
nucleons simultaneously,NA,1,0.00124296263801,-0.00070571041554,2
nucleus,IN,1,0.00124296263801,-0.00070571041554,2
nucleus,NN,1,0.00124296263801,-0.00070571041554,2
nucleus,NNS,1,0.00124296263801,-0.00070571041554,2
nucleus,VBP,1,0.00124296263801,-0.00070571041554,2
nucleus using,NA,1,0.00124296263801,-0.00070571041554,2
nucleus vanishes,NA,1,0.00124296263801,-0.00070571041554,2
numerical precision,NA,1,0.00124296263801,-0.00070571041554,2
numerical significance,NA,1,0.00124296263801,-0.00070571041554,2
numerical uncertainty,NA,1,0.00124296263801,-0.00070571041554,2
numerical values,NA,1,0.00124296263801,-0.00070571041554,2
observables,NNS,1,0.00124296263801,-0.00070571041554,2
obtained,VBD,1,0.00124296263801,-0.00070571041554,2
obvious,JJ,1,0.00124296263801,-0.00070571041554,2
older,VBP,1,0.00124296263801,-0.00070571041554,2
older analyses,NA,1,0.00124296263801,-0.00070571041554,2
older determinationsHMW,NA,1,0.00124296263801,-0.00070571041554,2
one-photon,JJ,1,0.00124296263801,-0.00070571041554,2
one-photon exchange,NA,1,0.00124296263801,-0.00070571041554,2
one-pion-exchange,NN,1,0.00124296263801,-0.00070571041554,2
onesSimon,JJ,1,0.00124296263801,-0.00070571041554,2
ongoing,JJ,1,0.00124296263801,-0.00070571041554,2
ongoing PSI,NA,1,0.00124296263801,-0.00070571041554,2
opposite,JJ,1,0.00124296263801,-0.00070571041554,2
opposite sign,NA,1,0.00124296263801,-0.00070571041554,2
orbital,JJ,1,0.00124296263801,-0.00070571041554,2
orbital motion,NA,1,0.00124296263801,-0.00070571041554,2
organized,JJ,1,0.00124296263801,-0.00070571041554,2
origin,IN,1,0.00124296263801,-0.00070571041554,2
original,JJ,1,0.00124296263801,-0.00070571041554,2
original motivation,NA,1,0.00124296263801,-0.00070571041554,2
output,NN,1,0.00124296263801,-0.00070571041554,2
outside,IN,1,0.00124296263801,-0.00070571041554,2
overall,JJ,1,0.00124296263801,-0.00070571041554,2
overall mean-square,NA,1,0.00124296263801,-0.00070571041554,2
overlooked,VBD,1,0.00124296263801,-0.00070571041554,2
overview,NN,1,0.00124296263801,-0.00070571041554,2
p+,JJ,1,0.00124296263801,-0.00070571041554,2
parameterization,NN,1,0.00124296263801,-0.00070571041554,2
parameterize,JJ,1,0.00124296263801,-0.00070571041554,2
parities,NNS,1,0.00124296263801,-0.00070571041554,2
partNuclear,JJ,1,0.00124296263801,-0.00070571041554,2
partNuclear force!long-range,NA,1,0.00124296263801,-0.00070571041554,2
partial-differential,JJ,1,0.00124296263801,-0.00070571041554,2
partial-differential equations,NA,1,0.00124296263801,-0.00070571041554,2
partially,RB,1,0.00124296263801,-0.00070571041554,2
particles shown,NA,1,0.00124296263801,-0.00070571041554,2
particularly,RB,1,0.00124296263801,-0.00070571041554,2
particularly important,NA,1,0.00124296263801,-0.00070571041554,2
parts per,NA,1,0.00124296263801,-0.00070571041554,2
passing,VBG,1,0.00124296263801,-0.00070571041554,2
passing electron,NA,1,0.00124296263801,-0.00070571041554,2
pc,NN,1,0.00124296263801,-0.00070571041554,2
per,IN,1,0.00124296263801,-0.00070571041554,2
per million,NA,1,0.00124296263801,-0.00070571041554,2
perfect,JJ,1,0.00124296263801,-0.00070571041554,2
perfect fit,NA,1,0.00124296263801,-0.00070571041554,2
performed,VBN,1,0.00124296263801,-0.00070571041554,2
performed decades,NA,1,0.00124296263801,-0.00070571041554,2
periods,NNS,1,0.00124296263801,-0.00070571041554,2
perspective,NN,1,0.00124296263801,-0.00070571041554,2
phenomenologically,RB,1,0.00124296263801,-0.00070571041554,2
phenomenologyNuclear,VBP,1,0.00124296263801,-0.00070571041554,2
phenomenologyNuclear phenomenology,NA,1,0.00124296263801,-0.00070571041554,2
photon,JJ,1,0.00124296263801,-0.00070571041554,2
photon exchange,NA,1,0.00124296263801,-0.00070571041554,2
physicist,JJ,1,0.00124296263801,-0.00070571041554,2
physicist needs,NA,1,0.00124296263801,-0.00070571041554,2
physics,NN,1,0.00124296263801,-0.00070571041554,2
physics calculates,NA,1,0.00124296263801,-0.00070571041554,2
physics community,NA,1,0.00124296263801,-0.00070571041554,2
physics enters,NA,1,0.00124296263801,-0.00070571041554,2
physics input,NA,1,0.00124296263801,-0.00070571041554,2
physics knowledge,NA,1,0.00124296263801,-0.00070571041554,2
physics mechanisms,NA,1,0.00124296263801,-0.00070571041554,2
physics purposes,NA,1,0.00124296263801,-0.00070571041554,2
physics requires,NA,1,0.00124296263801,-0.00070571041554,2
physics unique,NA,1,0.00124296263801,-0.00070571041554,2
physicshenry,NN,1,0.00124296263801,-0.00070571041554,2
physicsingo,NN,1,0.00124296263801,-0.00070571041554,2
physicspc,JJ,1,0.00124296263801,-0.00070571041554,2
pi-mass,NN,1,0.00124296263801,-0.00070571041554,2
picture,NN,1,0.00124296263801,-0.00070571041554,2
pion exchange,NA,1,0.00124296263801,-0.00070571041554,2
pion illustrated,NA,1,0.00124296263801,-0.00070571041554,2
pion mandates,NA,1,0.00124296263801,-0.00070571041554,2
pion masses,NA,1,0.00124296263801,-0.00070571041554,2
pion-exchange,NN,1,0.00124296263801,-0.00070571041554,2
pion-exchange forces,NA,1,0.00124296263801,-0.00070571041554,2
pions!,NN,1,0.00124296263801,-0.00070571041554,2
play,NN,1,0.00124296263801,-0.00070571041554,2
plays,VBZ,1,0.00124296263801,-0.00070571041554,2
point-nucleon,JJ,1,0.00124296263801,-0.00070571041554,2
point-nucleon charge,NA,1,0.00124296263801,-0.00070571041554,2
pointed,VBD,1,0.00124296263801,-0.00070571041554,2
pointing,VBG,1,0.00124296263801,-0.00070571041554,2
pointlike,IN,1,0.00124296263801,-0.00070571041554,2
pointlike nucleons,NA,1,0.00124296263801,-0.00070571041554,2
points,NNS,1,0.00124296263801,-0.00070571041554,2
polarizabilitiesHyperfine,JJ,1,0.00124296263801,-0.00070571041554,2
polarizabilitiesHyperfine splitting!spin-dependent,NA,1,0.00124296263801,-0.00070571041554,2
polarizabilitiesho-polPolarizability!generalized,JJ,1,0.00124296263801,-0.00070571041554,2
polarizability,VBP,1,0.00124296263801,-0.00070571041554,2
polarizability correction,NA,1,0.00124296263801,-0.00070571041554,2
polarizability!Coulomb,NN,1,0.00124296263801,-0.00070571041554,2
polarizability!Coulomb corrections,NA,1,0.00124296263801,-0.00070571041554,2
polarizability!deuterium influences,NA,1,0.00124296263801,-0.00070571041554,2
polarizability!deuterium polarizabilityPolarizability!electric,NA,1,0.00124296263801,-0.00070571041554,2
polarizability!light,NN,1,0.00124296263801,-0.00070571041554,2
polarizability!light nuclei,NA,1,0.00124296263801,-0.00070571041554,2
polarizability!tensor,NN,1,0.00124296263801,-0.00070571041554,2
polarizabilityElectric,JJ,1,0.00124296263801,-0.00070571041554,2
polarizabilityElectric,NN,1,0.00124296263801,-0.00070571041554,2
polarizabilityElectric polarizability,NA,1,0.00124296263801,-0.00070571041554,2
polarizabilityElectric polarizability!tensor,NA,1,0.00124296263801,-0.00070571041554,2
polarizabilityPolarizability!electric,NN,1,0.00124296263801,-0.00070571041554,2
polarizabilityPolarizability!spin-dependent,JJ,1,0.00124296263801,-0.00070571041554,2
polarization!hadronic,JJ,1,0.00124296263801,-0.00070571041554,2
polarizationVacuum,NN,1,0.00124296263801,-0.00070571041554,2
polarizationVacuum polarization!hadronic,NA,1,0.00124296263801,-0.00070571041554,2
polarize,VBP,1,0.00124296263801,-0.00070571041554,2
polarized,JJ,1,0.00124296263801,-0.00070571041554,2
polarized deuterons,NA,1,0.00124296263801,-0.00070571041554,2
poorly understoodMEC,NA,1,0.00124296263801,-0.00070571041554,2
positive,JJ,1,0.00124296263801,-0.00070571041554,2
positive value,NA,1,0.00124296263801,-0.00070571041554,2
potential,NN,1,0.00124296263801,-0.00070571041554,2
potential inside,NA,1,0.00124296263801,-0.00070571041554,2
potential looks,NA,1,0.00124296263801,-0.00070571041554,2
potential term,NA,1,0.00124296263801,-0.00070571041554,2
powerful,JJ,1,0.00124296263801,-0.00070571041554,2
powerful qualitative,NA,1,0.00124296263801,-0.00070571041554,2
ppm,VBZ,1,0.00124296263801,-0.00070571041554,2
precise,NN,1,0.00124296263801,-0.00070571041554,2
precise,VBP,1,0.00124296263801,-0.00070571041554,2
precise value,NA,1,0.00124296263801,-0.00070571041554,2
predates,NNS,1,0.00124296263801,-0.00070571041554,2
predict,NN,1,0.00124296263801,-0.00070571041554,2
predicted,VBD,1,0.00124296263801,-0.00070571041554,2
predicted,VBN,1,0.00124296263801,-0.00070571041554,2
prediction,NN,1,0.00124296263801,-0.00070571041554,2
predicts,NNS,1,0.00124296263801,-0.00070571041554,2
preliminary,JJ,1,0.00124296263801,-0.00070571041554,2
preliminary calculations,NA,1,0.00124296263801,-0.00070571041554,2
presented,VBD,1,0.00124296263801,-0.00070571041554,2
presented,VBN,1,0.00124296263801,-0.00070571041554,2
press,NN,1,0.00124296263801,-0.00070571041554,2
previous,JJ,1,0.00124296263801,-0.00070571041554,2
previous calculations,NA,1,0.00124296263801,-0.00070571041554,2
previously,RB,1,0.00124296263801,-0.00070571041554,2
primary field,NA,1,0.00124296263801,-0.00070571041554,2
primary nuclear,NA,1,0.00124296263801,-0.00070571041554,2
primary technique,NA,1,0.00124296263801,-0.00070571041554,2
principle,JJ,1,0.00124296263801,-0.00070571041554,2
principle,VBP,1,0.00124296263801,-0.00070571041554,2
principle exist,NA,1,0.00124296263801,-0.00070571041554,2
principle tells,NA,1,0.00124296263801,-0.00070571041554,2
principles,NNS,1,0.00124296263801,-0.00070571041554,2
prior,RB,1,0.00124296263801,-0.00070571041554,2
probability,NN,1,0.00124296263801,-0.00070571041554,2
probability distributionNuclear,NA,1,0.00124296263801,-0.00070571041554,2
probably,RB,1,0.00124296263801,-0.00070571041554,2
probably wouldn't,NA,1,0.00124296263801,-0.00070571041554,2
probe,NN,1,0.00124296263801,-0.00070571041554,2
"problem""",NN,1,0.00124296263801,-0.00070571041554,2
problems associated,NA,1,0.00124296263801,-0.00070571041554,2
procedure,NN,1,0.00124296263801,-0.00070571041554,2
processes involving,NA,1,0.00124296263801,-0.00070571041554,2
produces longer-range,NA,1,0.00124296263801,-0.00070571041554,2
